,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-11 23:22:18.471345,,84.0,,,,
2016-04-11 23:22:19.317851,,,,,,3.0
2016-04-11 23:22:19.318549,,,,8.0,,
2016-04-11 23:22:19.318760,,66.0,,,,
2016-04-11 23:22:19.571836,,,41.72,,,
2016-04-11 23:22:19.572028,,,,4.0,,
2016-04-11 23:22:19.572458,41.73,,,,,
2016-04-11 23:22:19.572532,,26.0,,,,
2016-04-11 23:22:19.572782,,,,4.0,,
2016-04-11 23:22:19.573016,,26.0,,,,
2016-04-11 23:22:19.573546,,,,,,12.0
2016-04-11 23:22:19.574148,,,41.71,,,
2016-04-11 23:22:19.574226,,,,61.0,,
2016-04-11 23:22:19.574456,,,,61.0,,
2016-04-11 23:22:19.574704,,27.0,,,,
2016-04-11 23:22:19.825007,,,,42.0,,
2016-04-11 23:22:19.825328,,47.0,,,,
2016-04-11 23:22:19.825689,,,,,41.71,
2016-04-11 23:22:19.825774,,,,,,1.0
2016-04-11 23:22:19.826017,,,,,,1.0
2016-04-11 23:22:20.078752,41.72,,,,,
2016-04-11 23:22:20.078873,,1.0,,,,
2016-04-11 23:22:20.079081,,,,35.0,,
2016-04-11 23:22:20.079273,,1.0,,,,
2016-04-11 23:22:20.334213,41.73,,,,,
2016-04-11 23:22:20.334387,,50.0,,,,
2016-04-11 23:22:20.334608,,,,34.0,,
2016-04-11 23:22:20.334810,,50.0,,,,
2016-04-11 23:22:20.821285,,,,,41.72,
2016-04-11 23:22:20.821439,,,,,,1.0
2016-04-11 23:22:20.822093,41.72,,,,,
2016-04-11 23:22:20.822176,,29.0,,,,
2016-04-11 23:22:20.822416,,,,6.0,,
2016-04-11 23:22:20.822667,,29.0,,,,
2016-04-11 23:22:21.823530,,,,,,2.0
2016-04-11 23:22:21.824090,,,41.72,,,
2016-04-11 23:22:21.824155,,,,2.0,,
2016-04-11 23:22:21.824448,41.73,,,,,
2016-04-11 23:22:21.824526,,53.0,,,,
2016-04-11 23:22:21.824716,,,,2.0,,
2016-04-11 23:22:21.824908,,53.0,,,,
2016-04-11 23:22:22.076590,,,,8.0,,
2016-04-11 23:22:22.076920,,10.0,,,,
2016-04-11 23:22:22.335681,,21.0,,,,
2016-04-11 23:22:22.336028,,,,10.0,,
2016-04-11 23:22:22.336326,,13.0,,,,
2016-04-11 23:22:23.126456,,,,7.0,,
2016-04-11 23:22:23.126711,,26.0,,,,
2016-04-11 23:22:23.427481,,,,11.0,,
2016-04-11 23:22:23.427809,,11.0,,,,
2016-04-11 23:22:24.129366,41.74,,,,,
2016-04-11 23:22:24.129486,,78.0,,,,
2016-04-11 23:22:24.129683,,,,24.0,,
2016-04-11 23:22:24.129877,,78.0,,,,
2016-04-11 23:22:24.382874,,,41.73,,,
2016-04-11 23:22:24.382993,,,,1.0,,
2016-04-11 23:22:24.383197,,,,1.0,,
2016-04-11 23:22:24.383399,,70.0,,,,
2016-04-11 23:22:24.636793,,,,,41.73,
2016-04-11 23:22:24.636943,,,,,,1.0
2016-04-11 23:22:24.637206,,,,,,1.0
2016-04-11 23:22:25.131575,,59.0,,,,
2016-04-11 23:22:25.632902,,,,,,2.0
2016-04-11 23:22:26.133500,,,,3.0,,
2016-04-11 23:22:26.133755,,51.0,,,,
2016-04-11 23:22:27.035894,,,,,41.74,
2016-04-11 23:22:27.036042,,,,,,1.0
2016-04-11 23:22:27.036292,,,,,,1.0
2016-04-11 23:22:27.036822,,,,9.0,,
2016-04-11 23:22:27.037073,,30.0,,,,
2016-04-11 23:22:28.037796,,31.0,,,,
2016-04-11 23:22:28.291425,41.75,,,,,
2016-04-11 23:22:28.291545,,79.0,,,,
2016-04-11 23:22:28.291793,,,,19.0,,
2016-04-11 23:22:28.292049,,79.0,,,,
2016-04-11 23:22:28.545016,,,,,,2.0
2016-04-11 23:22:28.545497,,,,27.0,,
2016-04-11 23:22:28.545708,,65.0,,,,
2016-04-11 23:22:28.798902,41.74,,,,,
2016-04-11 23:22:28.799071,,24.0,,,,
2016-04-11 23:22:28.799443,,,,11.0,,
2016-04-11 23:22:28.799803,,24.0,,,,
2016-04-11 23:22:28.800167,,,,21.0,,
2016-04-11 23:22:28.800492,,3.0,,,,
2016-04-11 23:22:29.052722,41.75,,,,,
2016-04-11 23:22:29.052873,,70.0,,,,
2016-04-11 23:22:29.053141,,,,26.0,,
2016-04-11 23:22:29.053398,,70.0,,,,
2016-04-11 23:22:29.742032,41.74,,,,,
2016-04-11 23:22:29.742184,,6.0,,,,
2016-04-11 23:22:29.742442,,,,13.0,,
2016-04-11 23:22:29.742688,,6.0,,,,
2016-04-11 23:22:29.994806,41.75,,,,,
2016-04-11 23:22:29.994884,,70.0,,,,
2016-04-11 23:22:29.994997,,,,24.0,,
2016-04-11 23:22:29.995109,,70.0,,,,
2016-04-11 23:22:30.342673,,,,23.0,,
2016-04-11 23:22:30.342847,,69.0,,,,
2016-04-11 23:22:30.844655,,,41.74,,,
2016-04-11 23:22:30.844774,,,,2.0,,
2016-04-11 23:22:30.844962,,,,2.0,,
2016-04-11 23:22:30.845154,,38.0,,,,
2016-04-11 23:22:31.098442,,,41.73,,,
2016-04-11 23:22:31.098593,,,,40.0,,
2016-04-11 23:22:31.098854,,,,40.0,,
2016-04-11 23:22:31.099112,,61.0,,,,
2016-04-11 23:22:32.047534,,,,29.0,,
2016-04-11 23:22:32.047733,,64.0,,,,
2016-04-11 23:22:32.548134,41.74,,,,,
2016-04-11 23:22:32.548287,,6.0,,,,
2016-04-11 23:22:32.548548,,,,20.0,,
2016-04-11 23:22:32.548796,,6.0,,,,
2016-04-11 23:22:33.049371,,,,,41.73,
2016-04-11 23:22:33.049518,,,,,,1.0
2016-04-11 23:22:33.049766,,,,,,1.0
2016-04-11 23:22:33.550522,,,,25.0,,
2016-04-11 23:22:33.550841,,4.0,,,,
2016-04-11 23:22:34.251914,41.75,,,,,
2016-04-11 23:22:34.252068,,67.0,,,,
2016-04-11 23:22:34.252304,,,,29.0,,
2016-04-11 23:22:34.252555,,67.0,,,,
2016-04-11 23:22:34.506114,41.74,,,,,
2016-04-11 23:22:34.506276,,1.0,,,,
2016-04-11 23:22:34.506478,,,,26.0,,
2016-04-11 23:22:34.506663,,1.0,,,,
2016-04-11 23:22:34.507006,41.75,,,,,
2016-04-11 23:22:34.507086,,67.0,,,,
2016-04-11 23:22:34.507336,,,,29.0,,
2016-04-11 23:22:34.507589,,67.0,,,,
2016-04-11 23:22:34.759458,,,41.74,,,
2016-04-11 23:22:34.759608,,,,1.0,,
2016-04-11 23:22:34.759858,,,,1.0,,
2016-04-11 23:22:34.760115,,49.0,,,,
2016-04-11 23:22:34.760359,,,,5.0,,
2016-04-11 23:22:34.760609,,24.0,,,,
2016-04-11 23:22:35.254398,,,,1.0,,
2016-04-11 23:22:35.254728,,46.0,,,,
2016-04-11 23:22:35.508255,,,,,41.74,
2016-04-11 23:22:35.508399,,,,,,1.0
2016-04-11 23:22:35.508963,,,41.73,,,
2016-04-11 23:22:35.509024,,,,44.0,,
2016-04-11 23:22:35.509280,41.74,,,,,
2016-04-11 23:22:35.509339,,1.0,,,,
2016-04-11 23:22:35.509525,,,,44.0,,
2016-04-11 23:22:35.509707,,1.0,,,,
2016-04-11 23:22:35.510183,,,41.74,,,
2016-04-11 23:22:35.510242,,,,1.0,,
2016-04-11 23:22:35.510503,41.75,,,,,
2016-04-11 23:22:35.510562,,53.0,,,,
2016-04-11 23:22:35.510766,,,,1.0,,
2016-04-11 23:22:35.511048,,53.0,,,,
2016-04-11 23:22:35.856105,,,,25.0,,
2016-04-11 23:22:35.856430,,15.0,,,,
2016-04-11 23:22:36.109306,,,,3.0,,
2016-04-11 23:22:36.109638,,16.0,,,,
2016-04-11 23:22:36.457009,,,,15.0,,
2016-04-11 23:22:36.457259,,11.0,,,,
2016-04-11 23:22:37.458783,,,,4.0,,
2016-04-11 23:22:37.459036,,20.0,,,,
2016-04-11 23:22:37.861396,,,41.73,,,
2016-04-11 23:22:37.861474,,,,46.0,,
2016-04-11 23:22:37.861735,41.74,,,,,
2016-04-11 23:22:37.861796,,4.0,,,,
2016-04-11 23:22:37.861984,,,,46.0,,
2016-04-11 23:22:37.862167,,4.0,,,,
2016-04-11 23:22:38.662436,41.75,,,,,
2016-04-11 23:22:38.662587,,54.0,,,,
2016-04-11 23:22:38.662847,,,,44.0,,
2016-04-11 23:22:38.663105,,54.0,,,,
2016-04-11 23:22:38.963000,41.74,,,,,
2016-04-11 23:22:38.963166,,7.0,,,,
2016-04-11 23:22:38.963497,,,,24.0,,
2016-04-11 23:22:38.963826,,7.0,,,,
2016-04-11 23:22:39.965417,,,,10.0,,
2016-04-11 23:22:39.965746,,17.0,,,,
2016-04-11 23:22:40.365576,,,,28.0,,
2016-04-11 23:22:40.365822,,4.0,,,,
2016-04-11 23:22:40.966910,,,,32.0,,
2016-04-11 23:22:40.967160,,3.0,,,,
2016-04-11 23:22:41.269402,41.75,,,,,
2016-04-11 23:22:41.269637,,44.0,,,,
2016-04-11 23:22:41.270062,,,,49.0,,
2016-04-11 23:22:41.270478,,44.0,,,,
2016-04-11 23:22:41.520883,41.74,,,,,
2016-04-11 23:22:41.520965,,3.0,,,,
2016-04-11 23:22:41.521075,,3.0,,,,
2016-04-11 23:22:41.969749,41.75,,,,,
2016-04-11 23:22:41.969870,,44.0,,,,
2016-04-11 23:22:41.970101,,,,54.0,,
2016-04-11 23:22:41.970357,,44.0,,,,
2016-04-11 23:22:42.370507,41.74,,,,,
2016-04-11 23:22:42.370659,,6.0,,,,
2016-04-11 23:22:42.370917,,,,27.0,,
2016-04-11 23:22:42.371164,,6.0,,,,
2016-04-11 23:22:42.671382,,,,42.0,,
2016-04-11 23:22:42.671580,,1.0,,,,
2016-04-11 23:22:43.473017,,,,23.0,,
2016-04-11 23:22:43.473335,,6.0,,,,
2016-04-11 23:22:44.475216,,,,39.0,,
2016-04-11 23:22:44.475539,,3.0,,,,
2016-04-11 23:22:45.477448,,,,28.0,,
2016-04-11 23:22:45.477766,,4.0,,,,
2016-04-11 23:22:46.479384,,,,46.0,,
2016-04-11 23:22:46.479705,,2.0,,,,
2016-04-11 23:22:46.980679,,,,20.0,,
2016-04-11 23:22:46.980928,,6.0,,,,
2016-04-11 23:22:47.982427,,,,28.0,,
2016-04-11 23:22:47.982598,,3.0,,,,
2016-04-11 23:22:48.283520,,,,10.0,,
2016-04-11 23:22:48.283853,,26.0,,,,
2016-04-11 23:22:48.537344,,,,,41.73,
2016-04-11 23:22:48.537525,,,,,,5.0
2016-04-11 23:22:48.537841,,,,,,5.0
2016-04-11 23:22:48.538555,,,41.72,,,
2016-04-11 23:22:48.538658,,,,65.0,,
2016-04-11 23:22:48.538947,,,,65.0,,
2016-04-11 23:22:48.539218,,43.0,,,,
2016-04-11 23:22:48.539522,,,,,41.72,
2016-04-11 23:22:48.539578,,,,,,2.0
2016-04-11 23:22:48.539826,,,,,,2.0
2016-04-11 23:22:48.540552,41.73,,,,,
2016-04-11 23:22:48.540646,,13.0,,,,
2016-04-11 23:22:48.540898,,,,19.0,,
2016-04-11 23:22:48.541142,,13.0,,,,
2016-04-11 23:22:48.790791,,,,18.0,,
2016-04-11 23:22:48.790946,,,,3.0,,
2016-04-11 23:22:48.791059,,15.0,,,,
2016-04-11 23:22:49.044704,,,,,,3.0
2016-04-11 23:22:49.045319,,,41.71,,,
2016-04-11 23:22:49.045385,,,,54.0,,
2016-04-11 23:22:49.045647,41.72,,,,,
2016-04-11 23:22:49.045708,,4.0,,,,
2016-04-11 23:22:49.045898,,,,54.0,,
2016-04-11 23:22:49.046081,,4.0,,,,
2016-04-11 23:22:49.297987,,,,,,1.0
2016-04-11 23:22:49.298849,41.73,,,,,
2016-04-11 23:22:49.298941,,32.0,,,,
2016-04-11 23:22:49.299149,,,,49.0,,
2016-04-11 23:22:49.299345,,32.0,,,,
2016-04-11 23:22:49.299682,41.72,,,,,
2016-04-11 23:22:49.299767,,2.0,,,,
2016-04-11 23:22:49.299960,,,,55.0,,
2016-04-11 23:22:49.300147,,2.0,,,,
2016-04-11 23:22:50.188435,,,,48.0,,
2016-04-11 23:22:50.589541,,,,,,6.0
2016-04-11 23:22:50.590229,,,41.72,,,
2016-04-11 23:22:50.590334,,,,21.0,,
2016-04-11 23:22:50.590600,41.73,,,,,
2016-04-11 23:22:50.590661,,11.0,,,,
2016-04-11 23:22:50.590848,,,,21.0,,
2016-04-11 23:22:50.591038,,11.0,,,,
2016-04-11 23:22:50.843332,,,,10.0,,
2016-04-11 23:22:50.843770,,10.0,,,,
2016-04-11 23:22:50.844159,,,,,41.73,
2016-04-11 23:22:50.844250,,,,,,1.0
2016-04-11 23:22:50.844495,,,,,,1.0
2016-04-11 23:22:51.096566,,,,15.0,,
2016-04-11 23:22:51.096886,,8.0,,,,
2016-04-11 23:22:51.097138,,,,3.0,,
2016-04-11 23:22:51.097397,,14.0,,,,
2016-04-11 23:22:51.349980,,,,14.0,,
2016-04-11 23:22:51.350296,,8.0,,,,
2016-04-11 23:22:51.350554,,,,19.0,,
2016-04-11 23:22:51.350799,,3.0,,,,
2016-04-11 23:22:51.856702,,,,6.0,,
2016-04-11 23:22:51.856955,,10.0,,,,
2016-04-11 23:22:52.110051,,,,29.0,,
2016-04-11 23:22:52.110295,,4.0,,,,
2016-04-11 23:22:52.494439,,,41.73,,,
2016-04-11 23:22:52.494511,,,,3.0,,
2016-04-11 23:22:52.494795,41.74,,,,,
2016-04-11 23:22:52.494883,,29.0,,,,
2016-04-11 23:22:52.495138,,,,3.0,,
2016-04-11 23:22:52.495328,,29.0,,,,
2016-04-11 23:22:52.748073,,,,22.0,,
2016-04-11 23:22:52.748393,,3.0,,,,
2016-04-11 23:22:53.749390,,,,23.0,,
2016-04-11 23:22:53.749624,,6.0,,,,
2016-04-11 23:22:54.599277,,,,32.0,,
2016-04-11 23:22:54.599541,,3.0,,,,
2016-04-11 23:22:54.853032,,,,,41.74,
2016-04-11 23:22:54.853158,,,,,,1.0
2016-04-11 23:22:54.853638,,,,48.0,,
2016-04-11 23:22:54.853826,,1.0,,,,
2016-04-11 23:22:55.301266,,,,,,3.0
2016-04-11 23:22:55.601237,,,,32.0,,
2016-04-11 23:22:55.855022,,,,,,1.0
2016-04-11 23:22:55.856297,41.75,,,,,
2016-04-11 23:22:55.856381,,67.0,,,,
2016-04-11 23:22:55.856576,,67.0,,,,
2016-04-11 23:22:56.303944,41.74,,,,,
2016-04-11 23:22:56.304039,,1.0,,,,
2016-04-11 23:22:56.304253,,,,31.0,,
2016-04-11 23:22:56.304445,,1.0,,,,
2016-04-11 23:22:56.603689,41.75,,,,,
2016-04-11 23:22:56.603809,,67.0,,,,
2016-04-11 23:22:56.604021,,,,34.0,,
2016-04-11 23:22:56.604219,,67.0,,,,
2016-04-11 23:22:57.005291,,,41.74,,,
2016-04-11 23:22:57.005458,,,,1.0,,
2016-04-11 23:22:57.005715,,,,1.0,,
2016-04-11 23:22:57.005979,,51.0,,,,
2016-04-11 23:22:57.259058,,,41.73,,,
2016-04-11 23:22:57.259151,,,,55.0,,
2016-04-11 23:22:57.259406,,,,55.0,,
2016-04-11 23:22:58.106545,,,41.74,,,
2016-04-11 23:22:58.106665,,,,21.0,,
2016-04-11 23:22:58.106861,,,,21.0,,
2016-04-11 23:22:58.107047,,9.0,,,,
2016-04-11 23:22:58.359907,,,,40.0,,
2016-04-11 23:22:58.360228,,7.0,,,,
2016-04-11 23:22:59.109291,,,,43.0,,
2016-04-11 23:22:59.109727,,6.0,,,,
2016-04-11 23:22:59.362899,,,,,41.75,
2016-04-11 23:22:59.363084,,,,,,1.0
2016-04-11 23:22:59.363833,,,41.75,,,
2016-04-11 23:22:59.363922,,,,5.0,,
2016-04-11 23:22:59.364199,41.76,,,,,
2016-04-11 23:22:59.364452,,101.0,,,,
2016-04-11 23:22:59.364928,,,,5.0,,
2016-04-11 23:22:59.365253,,101.0,,,,
2016-04-11 23:22:59.615890,,,,27.0,,
2016-04-11 23:22:59.616299,,1.0,,,,
2016-04-11 23:22:59.617152,,,,,,6.0
2016-04-11 23:22:59.617938,,,41.76,,,
2016-04-11 23:22:59.618066,,,,2.0,,
2016-04-11 23:22:59.618343,41.77,,,,,
2016-04-11 23:22:59.618407,,43.0,,,,
2016-04-11 23:22:59.618627,,,,2.0,,
2016-04-11 23:22:59.618835,,43.0,,,,
2016-04-11 23:22:59.619097,,,,,41.76,
2016-04-11 23:22:59.619157,,,,,,2.0
2016-04-11 23:22:59.619340,,,,,,2.0
2016-04-11 23:22:59.619887,,,41.75,,,
2016-04-11 23:22:59.619950,,,,67.0,,
2016-04-11 23:22:59.620136,,,,67.0,,
2016-04-11 23:22:59.620324,,30.0,,,,
2016-04-11 23:22:59.869580,,,41.76,,,
2016-04-11 23:22:59.869700,,,,4.0,,
2016-04-11 23:22:59.869890,,,,4.0,,
2016-04-11 23:22:59.870081,,15.0,,,,
2016-04-11 23:22:59.870348,,,41.75,,,
2016-04-11 23:22:59.870408,,,,74.0,,
2016-04-11 23:22:59.870594,,,,74.0,,
2016-04-11 23:22:59.870783,,20.0,,,,
2016-04-12 00:55:54.995152,,,41.59,,,
2016-04-12 00:55:55.000445,,,,2.0,,
2016-04-12 00:55:55.001108,,,,2.0,,
2016-04-12 00:55:55.001773,41.6,,,,,
2016-04-12 00:55:55.002172,,72.0,,,,
2016-04-12 00:55:55.234882,,,,,41.67,
2016-04-12 00:55:55.235343,,,,,,2.0
2016-04-12 00:55:55.235732,,,,,,2.0
2016-04-12 00:55:55.238268,,,41.67,,,
2016-04-12 00:55:55.238523,,,,4.0,,
2016-04-12 00:55:55.238969,41.68,,,,,
2016-04-12 00:55:55.239214,,9.0,,,,
2016-04-12 00:55:55.239565,,,,4.0,,
2016-04-12 00:55:55.239974,,9.0,,,,
2016-04-12 00:55:59.185542,,,,7.0,,
2016-04-12 00:55:59.186256,,8.0,,,,
2016-04-12 00:55:59.186652,,,,8.0,,
2016-04-12 00:55:59.187032,,9.0,,,,
2016-04-12 00:55:59.187396,,,,11.0,,
2016-04-12 00:55:59.187845,,6.0,,,,
2016-04-12 00:55:59.188827,,,,,,1.0
2016-04-12 00:55:59.189212,,,,6.0,,
2016-04-12 00:55:59.189562,,7.0,,,,
2016-04-12 00:56:00.610103,,,,11.0,,
2016-04-12 00:56:00.610869,,2.0,,,,
2016-04-12 00:56:00.849129,,,,10.0,,
2016-04-12 00:56:00.849966,,5.0,,,,
2016-04-12 00:56:01.088150,,,,11.0,,
2016-04-12 00:56:01.088834,,2.0,,,,
2016-04-12 00:56:01.329369,,,,,41.68,
2016-04-12 00:56:01.329786,,,,,,1.0
2016-04-12 00:56:01.568131,,,,,41.67,
2016-04-12 00:56:01.568516,,,,,,1.0
2016-04-12 00:56:01.806640,,,,9.0,,
2016-04-12 00:56:01.807286,,4.0,,,,
2016-04-12 00:56:02.047284,,,,,41.68,
2016-04-12 00:56:02.047640,,,,,,1.0
2016-04-12 00:56:02.048106,,,,10.0,,
2016-04-12 00:56:02.048558,,1.0,,,,
2016-04-12 00:56:02.286868,,,,,41.67,
2016-04-12 00:56:02.287474,,,,,,11.0
2016-04-12 00:56:02.288284,,,,,,11.0
2016-04-12 00:56:02.289315,,,41.66,,,
2016-04-12 00:56:02.289751,,,,28.0,,
2016-04-12 00:56:02.290234,41.67,,,,,
2016-04-12 00:56:02.290498,,4.0,,,,
2016-04-12 00:56:02.290864,,,,28.0,,
2016-04-12 00:56:02.291221,,4.0,,,,
2016-04-12 00:56:02.525289,41.68,,,,,
2016-04-12 00:56:02.525837,,7.0,,,,
2016-04-12 00:56:02.526353,,,,30.0,,
2016-04-12 00:56:02.526814,,7.0,,,,
2016-04-12 00:56:02.527348,,,41.67,,,
2016-04-12 00:56:02.527671,,,,3.0,,
2016-04-12 00:56:02.528302,,,,3.0,,
2016-04-12 00:56:02.528777,,6.0,,,,
2016-04-12 00:56:02.764721,,,41.66,,,
2016-04-12 00:56:02.765242,,,,39.0,,
2016-04-12 00:56:02.765722,,,,39.0,,
2016-04-12 00:56:02.766230,,,,40.0,,
2016-04-12 00:56:03.018661,,,,41.0,,
2016-04-12 00:56:03.019285,,7.0,,,,
2016-04-12 00:56:03.258366,,,,,,33.0
2016-04-12 00:56:04.021517,,,,42.0,,
2016-04-12 00:56:04.322469,,,41.67,,,
2016-04-12 00:56:04.323124,,,,1.0,,
2016-04-12 00:56:04.323731,,,,1.0,,
2016-04-12 00:56:04.324255,,8.0,,,,
2016-04-12 00:56:04.563246,,,,,,1.0
2016-04-12 00:56:04.564232,,,41.66,,,
2016-04-12 00:56:04.564604,,,,32.0,,
2016-04-12 00:56:04.565142,41.67,,,,,
2016-04-12 00:56:04.565471,,1.0,,,,
2016-04-12 00:56:04.565924,,,,32.0,,
2016-04-12 00:56:04.566366,,1.0,,,,
2016-04-12 00:56:04.566911,41.68,,,,,
2016-04-12 00:56:04.567233,,8.0,,,,
2016-04-12 00:56:04.567595,,8.0,,,,
2016-04-12 00:56:04.924450,41.67,,,,,
2016-04-12 00:56:04.925105,,2.0,,,,
2016-04-12 00:56:04.925777,,,,51.0,,
2016-04-12 00:56:04.926245,,2.0,,,,
2016-04-12 00:56:05.164040,,,,,,3.0
2016-04-12 00:56:05.164742,,,,41.0,,
2016-04-12 00:56:05.165198,,3.0,,,,
2016-04-12 00:56:05.165794,41.68,,,,,
2016-04-12 00:56:05.166086,,6.0,,,,
2016-04-12 00:56:05.166458,,,,42.0,,
2016-04-12 00:56:05.166915,,6.0,,,,
2016-04-12 00:56:05.526361,,,41.67,,,
2016-04-12 00:56:05.526997,,,,1.0,,
2016-04-12 00:56:05.527485,,,,1.0,,
2016-04-12 00:56:05.764838,,,41.66,,,
2016-04-12 00:56:05.765377,,,,44.0,,
2016-04-12 00:56:05.765906,,,,44.0,,
2016-04-12 00:56:06.027911,,,,,,7.0
2016-04-12 00:56:07.230327,,7.0,,,,
2016-04-12 00:56:08.734244,,,,43.0,,
2016-04-12 00:56:09.737553,,,,41.0,,
2016-04-12 00:56:10.540737,41.67,,,,,
2016-04-12 00:56:10.541392,,3.0,,,,
2016-04-12 00:56:10.541982,,,,42.0,,
2016-04-12 00:56:10.542444,,3.0,,,,
2016-04-12 00:56:10.841976,,,,,,1.0
2016-04-12 00:56:11.080101,,,,45.0,,
2016-04-12 00:56:11.845278,,,,,,4.0
2016-04-12 00:56:12.083710,,,,43.0,,
2016-04-12 00:56:12.084538,,4.0,,,,
2016-04-12 00:56:12.746237,,,,9.0,,
2016-04-12 00:56:12.747084,,27.0,,,,
2016-04-12 00:56:13.748448,,,,7.0,,
2016-04-12 00:56:13.749098,,26.0,,,,
2016-04-12 00:56:14.751141,,27.0,,,,
2016-04-12 00:56:15.753219,,,,4.0,,
2016-04-12 00:56:15.754101,,29.0,,,,
2016-04-12 00:56:16.055301,,,,,,1.0
2016-04-12 00:56:16.755505,,,,5.0,,
2016-04-12 00:56:17.757727,,25.0,,,,
2016-04-12 00:56:18.760141,,,,6.0,,
2016-04-12 00:56:18.760975,,26.0,,,,
2016-04-12 00:56:19.763468,,34.0,,,,
2016-04-12 00:56:20.766197,,32.0,,,,
2016-04-12 00:56:21.308349,,,,,41.66,
2016-04-12 00:56:21.309177,,,,,,1.0
2016-04-12 00:56:21.309925,,,41.65,,,
2016-04-12 00:56:21.310295,,,,10.0,,
2016-04-12 00:56:21.310764,,,,10.0,,
2016-04-12 00:56:21.311235,,65.0,,,,
2016-04-12 00:56:21.311713,,,,15.0,,
2016-04-12 00:56:21.312104,,66.0,,,,
2016-04-12 00:56:21.568586,,,41.66,,,
2016-04-12 00:56:21.569096,,,,1.0,,
2016-04-12 00:56:21.569557,,,,1.0,,
2016-04-12 00:56:21.570073,,52.0,,,,
2016-04-12 00:56:21.970865,,,,,,7.0
2016-04-12 00:56:22.448040,,,41.65,,,
2016-04-12 00:56:22.448581,,,,39.0,,
2016-04-12 00:56:22.448974,,,,39.0,,
2016-04-12 00:56:22.449392,,46.0,,,,
2016-04-12 00:56:22.871827,,,,24.0,,
2016-04-12 00:56:22.872479,,63.0,,,,
2016-04-12 00:56:23.112597,,,,,,2.0
2016-04-12 00:56:23.113208,41.66,,,,,
2016-04-12 00:56:23.113539,,17.0,,,,
2016-04-12 00:56:23.114006,,,,9.0,,
2016-04-12 00:56:23.114457,,17.0,,,,
2016-04-12 00:56:23.350650,,,,10.0,,
2016-04-12 00:56:23.351576,,8.0,,,,
2016-04-12 00:56:23.352087,,,,9.0,,
2016-04-12 00:56:23.352553,,14.0,,,,
2016-04-12 00:56:24.276078,,13.0,,,,
2016-04-12 00:56:24.678115,,,,15.0,,
2016-04-12 00:56:24.678627,,3.0,,,,
2016-04-12 00:56:24.978543,,,41.66,,,
2016-04-12 00:56:24.979111,,,,2.0,,
2016-04-12 00:56:24.979746,41.67,,,,,
2016-04-12 00:56:24.980094,,51.0,,,,
2016-04-12 00:56:24.980645,,,,2.0,,
2016-04-12 00:56:24.981109,,51.0,,,,
2016-04-12 00:56:25.681258,,,,,,1.0
2016-04-12 00:56:25.981365,,,,5.0,,
2016-04-12 00:56:25.982053,,24.0,,,,
2016-04-12 00:56:26.983939,,,,1.0,,
2016-04-12 00:56:26.984782,,30.0,,,,
2016-04-12 00:56:28.888361,,,,5.0,,
2016-04-12 00:56:28.889204,,22.0,,,,
2016-04-12 00:56:29.890467,,,,4.0,,
2016-04-12 00:56:29.891046,,26.0,,,,
2016-04-12 00:56:30.893295,,23.0,,,,
2016-04-12 00:56:31.133113,,,,7.0,,
2016-04-12 00:56:31.134118,,16.0,,,,
2016-04-12 00:56:31.394573,,8.0,,,,
2016-04-12 00:56:32.197571,,,,15.0,,
2016-04-12 00:56:32.198400,,4.0,,,,
2016-04-12 00:56:32.437231,,,,7.0,,
2016-04-12 00:56:32.438073,,20.0,,,,
2016-04-12 00:56:33.300461,,22.0,,,,
2016-04-12 00:56:33.702686,,,,,,4.0
2016-04-12 00:56:33.703160,,,,3.0,,
2016-04-12 00:56:33.703630,,36.0,,,,
2016-04-12 00:56:34.405423,,,,,,5.0
2016-04-12 00:56:34.406007,,,41.65,,,
2016-04-12 00:56:34.406339,,,,49.0,,
2016-04-12 00:56:34.406820,,,,49.0,,
2016-04-12 00:56:34.407278,,47.0,,,,
2016-04-12 00:56:34.905608,,,41.66,,,
2016-04-12 00:56:34.906144,,,,1.0,,
2016-04-12 00:56:34.906697,,,,1.0,,
2016-04-12 00:56:34.907398,,50.0,,,,
2016-04-12 00:56:35.908155,,46.0,,,,
2016-04-12 00:56:36.910686,,47.0,,,,
2016-04-12 00:56:37.912898,,46.0,,,,
2016-04-12 00:56:38.615943,,,,,,1.0
2016-04-12 00:56:38.617036,,,41.65,,,
2016-04-12 00:56:38.617607,,,,44.0,,
2016-04-12 00:56:38.618092,,,,44.0,,
2016-04-12 00:56:39.316791,,,41.66,,,
2016-04-12 00:56:39.317430,,,,1.0,,
2016-04-12 00:56:39.318030,,,,1.0,,
2016-04-12 00:56:39.318529,,47.0,,,,
2016-04-12 00:56:40.318551,,,,4.0,,
2016-04-12 00:56:40.319222,,26.0,,,,
2016-04-12 00:56:40.619749,,,41.65,,,
2016-04-12 00:56:40.620412,,,,46.0,,
2016-04-12 00:56:40.621056,,,,46.0,,
2016-04-12 00:56:40.621529,,45.0,,,,
2016-04-12 00:56:41.259766,,,41.66,,,
2016-04-12 00:56:41.260270,,,,1.0,,
2016-04-12 00:56:41.260734,,,,1.0,,
2016-04-12 00:56:41.261223,,46.0,,,,
2016-04-12 00:56:42.023801,,,,3.0,,
2016-04-12 00:56:42.024643,,45.0,,,,
2016-04-12 00:56:43.327063,,,,2.0,,
2016-04-12 00:56:44.830783,,46.0,,,,
