,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-12 01:12:07.059499,,,,1.0,,
2016-04-12 01:12:07.060018,,55.0,,,,
2016-04-12 01:12:07.294345,,,,,41.68,
2016-04-12 01:12:07.294612,,,,,,1.0
2016-04-12 01:12:07.957198,,,,4.0,,
2016-04-12 01:12:07.958152,,19.0,,,,
2016-04-12 01:12:08.960260,,,,5.0,,
2016-04-12 01:12:08.961099,,25.0,,,,
2016-04-12 01:12:09.361087,,,,7.0,,
2016-04-12 01:12:09.361936,,3.0,,,,
2016-04-12 01:12:09.862741,,,,6.0,,
2016-04-12 01:12:09.863583,,13.0,,,,
2016-04-12 01:12:10.363893,,,,7.0,,
2016-04-12 01:12:10.364540,,5.0,,,,
2016-04-12 01:12:10.603762,41.69,,,,,
2016-04-12 01:12:10.604412,,85.0,,,,
2016-04-12 01:12:10.604892,,,,23.0,,
2016-04-12 01:12:10.605475,,85.0,,,,
2016-04-12 01:12:10.967561,,,,,,5.0
2016-04-12 01:12:10.968317,41.68,,,,,
2016-04-12 01:12:10.968648,,1.0,,,,
2016-04-12 01:12:10.969093,,,,7.0,,
2016-04-12 01:12:10.969534,,1.0,,,,
2016-04-12 01:12:11.206029,41.69,,,,,
2016-04-12 01:12:11.206682,,77.0,,,,
2016-04-12 01:12:11.207298,,,,17.0,,
2016-04-12 01:12:11.207902,,77.0,,,,
2016-04-12 01:12:12.069038,,,,22.0,,
2016-04-12 01:12:12.069883,,69.0,,,,
2016-04-12 01:12:12.671169,,,41.68,,,
2016-04-12 01:12:12.671844,,,,1.0,,
2016-04-12 01:12:12.672551,,,,1.0,,
2016-04-12 01:12:12.673190,,60.0,,,,
2016-04-12 01:12:13.073642,,,,,,1.0
2016-04-12 01:12:13.074365,,,41.67,,,
2016-04-12 01:12:13.074693,,,,15.0,,
2016-04-12 01:12:13.075214,41.68,,,,,
2016-04-12 01:12:13.075526,,1.0,,,,
2016-04-12 01:12:13.075970,,,,15.0,,
2016-04-12 01:12:13.076431,,1.0,,,,
2016-04-12 01:12:13.372329,,,,6.0,,
2016-04-12 01:12:13.372973,,23.0,,,,
2016-04-12 01:12:13.674947,,,,,41.67,
2016-04-12 01:12:13.675399,,,,,,2.0
2016-04-12 01:12:13.675908,,,,,,2.0
2016-04-12 01:12:13.676444,,,41.66,,,
2016-04-12 01:12:13.676761,,,,27.0,,
2016-04-12 01:12:13.677304,41.67,,,,,
2016-04-12 01:12:13.677617,,2.0,,,,
2016-04-12 01:12:13.678085,,,,27.0,,
2016-04-12 01:12:13.678519,,2.0,,,,
2016-04-12 01:12:14.074262,,,,11.0,,
2016-04-12 01:12:14.074670,,6.0,,,,
2016-04-12 01:12:14.375690,41.68,,,,,
2016-04-12 01:12:14.376404,,56.0,,,,
2016-04-12 01:12:14.377083,,,,18.0,,
2016-04-12 01:12:14.377709,,56.0,,,,
2016-04-12 01:12:14.615915,,,,,,1.0
2016-04-12 01:12:14.616649,,,41.67,,,
2016-04-12 01:12:14.617086,,,,2.0,,
2016-04-12 01:12:14.617795,,,,2.0,,
2016-04-12 01:12:14.618408,,35.0,,,,
2016-04-12 01:12:14.877244,,,,5.0,,
2016-04-12 01:12:14.878108,,4.0,,,,
2016-04-12 01:12:15.879693,,,,7.0,,
2016-04-12 01:12:15.880525,,5.0,,,,
2016-04-12 01:12:16.120455,,,,,41.68,
2016-04-12 01:12:16.120805,,,,,,2.0
2016-04-12 01:12:16.121258,,,,,,2.0
2016-04-12 01:12:16.121786,41.69,,,,,
2016-04-12 01:12:16.122144,,82.0,,,,
2016-04-12 01:12:16.122661,,,,15.0,,
2016-04-12 01:12:16.123106,,82.0,,,,
2016-04-12 01:12:16.581260,41.68,,,,,
2016-04-12 01:12:16.581754,,9.0,,,,
2016-04-12 01:12:16.582211,,,,9.0,,
2016-04-12 01:12:16.582658,,9.0,,,,
2016-04-12 01:12:16.982810,41.69,,,,,
2016-04-12 01:12:16.983411,,87.0,,,,
2016-04-12 01:12:16.983948,,,,10.0,,
2016-04-12 01:12:16.984514,,87.0,,,,
2016-04-12 01:12:17.223065,,,,,,1.0
2016-04-12 01:12:17.223789,41.68,,,,,
2016-04-12 01:12:17.224221,,1.0,,,,
2016-04-12 01:12:17.224750,,1.0,,,,
2016-04-12 01:12:17.584201,41.69,,,,,
2016-04-12 01:12:17.584851,,84.0,,,,
2016-04-12 01:12:17.585467,,,,15.0,,
2016-04-12 01:12:17.587008,,84.0,,,,
2016-04-12 01:12:18.486736,,,,19.0,,
2016-04-12 01:12:18.487666,,78.0,,,,
2016-04-12 01:12:19.088567,41.68,,,,,
2016-04-12 01:12:19.089265,,9.0,,,,
2016-04-12 01:12:19.089926,,,,10.0,,
2016-04-12 01:12:19.090433,,9.0,,,,
2016-04-12 01:12:19.389431,,,,5.0,,
2016-04-12 01:12:19.390297,,42.0,,,,
2016-04-12 01:12:20.391898,,44.0,,,,
2016-04-12 01:12:20.694204,,,,,41.67,
2016-04-12 01:12:20.694637,,,,,,3.0
2016-04-12 01:12:20.695087,,,,,,3.0
2016-04-12 01:12:20.695615,,,41.66,,,
2016-04-12 01:12:20.695929,,,,17.0,,
2016-04-12 01:12:20.696466,41.67,,,,,
2016-04-12 01:12:20.696779,,1.0,,,,
2016-04-12 01:12:20.697220,,,,17.0,,
2016-04-12 01:12:20.697729,,1.0,,,,
2016-04-12 01:12:20.932164,,,,15.0,,
2016-04-12 01:12:20.933001,,16.0,,,,
2016-04-12 01:12:21.795256,,,,13.0,,
2016-04-12 01:12:21.795910,,11.0,,,,
2016-04-12 01:12:22.435720,,21.0,,,,
2016-04-12 01:12:22.798247,,11.0,,,,
2016-04-12 01:12:23.800549,,,,11.0,,
2016-04-12 01:12:23.801374,,7.0,,,,
2016-04-12 01:12:24.502513,,19.0,,,,
2016-04-12 01:12:25.504606,,,,9.0,,
2016-04-12 01:12:25.505295,,28.0,,,,
2016-04-12 01:12:26.507300,,34.0,,,,
2016-04-12 01:12:27.510171,,,,13.0,,
2016-04-12 01:12:27.750619,,,,,41.66,
2016-04-12 01:12:27.751171,,,,,,6.0
2016-04-12 01:12:27.751671,,,,,,6.0
2016-04-12 01:12:27.752123,,,,4.0,,
2016-04-12 01:12:27.752579,,50.0,,,,
2016-04-12 01:12:27.988434,,,41.65,,,
2016-04-12 01:12:27.988944,,,,7.0,,
2016-04-12 01:12:27.989490,41.66,,,,,
2016-04-12 01:12:27.989832,,29.0,,,,
2016-04-12 01:12:27.990270,,,,7.0,,
2016-04-12 01:12:27.990714,,29.0,,,,
2016-04-12 01:12:28.952390,,,,8.0,,
2016-04-12 01:12:30.417908,,30.0,,,,
2016-04-12 01:12:31.459020,,,,9.0,,
2016-04-12 01:12:32.422943,,,,11.0,,
2016-04-12 01:12:32.423871,,24.0,,,,
2016-04-12 01:12:33.425337,,,,7.0,,
2016-04-12 01:12:34.027669,,,,,41.65,
2016-04-12 01:12:34.028093,,,,,,1.0
2016-04-12 01:12:34.028542,,,,,,1.0
2016-04-12 01:12:34.427293,,,,6.0,,
2016-04-12 01:12:34.427939,,26.0,,,,
2016-04-12 01:12:34.930298,,,,,,6.0
2016-04-12 01:12:34.930927,,,41.64,,,
2016-04-12 01:12:34.931253,,,,16.0,,
2016-04-12 01:12:34.931779,41.65,,,,,
2016-04-12 01:12:34.932094,,16.0,,,,
2016-04-12 01:12:34.932534,,,,16.0,,
2016-04-12 01:12:34.932972,,16.0,,,,
2016-04-12 01:12:35.168182,,,,4.0,,
2016-04-12 01:12:35.168995,,39.0,,,,
2016-04-12 01:12:35.631099,,,,10.0,,
2016-04-12 01:12:35.631932,,11.0,,,,
2016-04-12 01:12:35.871674,,,,,,1.0
2016-04-12 01:12:35.872297,,,,11.0,,
2016-04-12 01:12:35.872905,,6.0,,,,
2016-04-12 01:12:36.734406,,,,26.0,,
2016-04-12 01:12:36.735246,,12.0,,,,
2016-04-12 01:12:37.035277,41.66,,,,,
2016-04-12 01:12:37.035964,,74.0,,,,
2016-04-12 01:12:37.036580,,,,34.0,,
2016-04-12 01:12:37.037178,,74.0,,,,
2016-04-12 01:12:37.275923,,,,,41.66,
2016-04-12 01:12:37.276381,,,,,,1.0
2016-04-12 01:12:37.276911,,,41.65,,,
2016-04-12 01:12:37.277226,,,,13.0,,
2016-04-12 01:12:37.277666,,,,13.0,,
2016-04-12 01:12:37.278131,,24.0,,,,
2016-04-12 01:12:38.137577,,,,19.0,,
2016-04-12 01:12:38.138413,,21.0,,,,
2016-04-12 01:12:38.538389,,,,20.0,,
2016-04-12 01:12:38.539229,,42.0,,,,
2016-04-12 01:12:39.540310,,43.0,,,,
2016-04-12 01:12:40.542692,,,,12.0,,
2016-04-12 01:12:41.544812,,46.0,,,,
2016-04-12 01:12:42.547458,,,,14.0,,
2016-04-12 01:12:42.548302,,42.0,,,,
2016-04-12 01:12:43.549278,,44.0,,,,
2016-04-12 01:12:45.554667,,,,12.0,,
2016-04-12 01:12:45.555542,,47.0,,,,
2016-04-12 01:12:46.556712,,46.0,,,,
2016-04-12 01:12:48.160716,,45.0,,,,
2016-04-12 01:12:49.163213,,,,13.0,,
2016-04-12 01:12:49.164028,,44.0,,,,
2016-04-12 01:12:49.404245,,,,,41.65,
2016-04-12 01:12:49.404615,,,,,,1.0
2016-04-12 01:12:49.405155,,,41.64,,,
2016-04-12 01:12:49.405475,,,,14.0,,
2016-04-12 01:12:49.405999,41.65,,,,,
2016-04-12 01:12:49.406313,,34.0,,,,
2016-04-12 01:12:49.406756,,,,14.0,,
2016-04-12 01:12:49.407205,,34.0,,,,
2016-04-12 01:12:50.366602,,,,9.0,,
2016-04-12 01:12:50.367237,,40.0,,,,
2016-04-12 01:12:51.669546,,41.0,,,,
2016-04-12 01:12:52.672691,,40.0,,,,
2016-04-12 01:12:53.374116,,,,13.0,,
2016-04-12 01:12:53.374960,,19.0,,,,
2016-04-12 01:12:54.476880,,,,14.0,,
2016-04-12 01:12:54.477856,,14.0,,,,
2016-04-12 01:12:56.080466,,12.0,,,,
2016-04-12 01:12:56.481234,,,,11.0,,
2016-04-12 01:12:56.481890,,18.0,,,,
2016-04-12 01:12:56.720782,,,,8.0,,
2016-04-12 01:12:56.721598,,27.0,,,,
2016-04-12 01:12:56.982998,,,,12.0,,
2016-04-12 01:12:56.983832,,14.0,,,,
2016-04-12 01:12:57.985126,,11.0,,,,
2016-04-12 01:12:59.789140,,,,10.0,,
2016-04-12 01:12:59.789978,,23.0,,,,
2016-04-12 01:13:01.092119,,,,8.0,,
2016-04-12 01:13:01.140506,,40.0,,,,
2016-04-12 01:13:01.695420,,,,,41.66,
2016-04-12 01:13:01.695885,,,,,,1.0
2016-04-12 01:13:01.696472,,,41.65,,,
2016-04-12 01:13:01.696812,,,,2.0,,
2016-04-12 01:13:01.697339,41.66,,,,,
2016-04-12 01:13:01.697654,,59.0,,,,
2016-04-12 01:13:01.698086,,,,2.0,,
2016-04-12 01:13:01.698523,,59.0,,,,
2016-04-12 01:13:01.933355,,,,10.0,,
2016-04-12 01:13:01.934190,,42.0,,,,
2016-04-12 01:13:02.194480,,17.0,,,,
2016-04-12 01:13:02.896516,,,,9.0,,
2016-04-12 01:13:02.897428,,41.0,,,,
2016-04-12 01:13:03.899046,,,,8.0,,
2016-04-12 01:13:03.900018,,40.0,,,,
2016-04-12 01:13:04.201500,,,,,,2.0
2016-04-12 01:13:04.202187,,16.0,,,,
2016-04-12 01:13:05.203469,,,,9.0,,
2016-04-12 01:13:05.204102,,15.0,,,,
2016-04-12 01:13:06.204299,,,,12.0,,
2016-04-12 01:13:06.205160,,12.0,,,,
2016-04-12 01:13:06.443753,,,,11.0,,
2016-04-12 01:13:06.444579,,24.0,,,,
2016-04-12 01:13:07.406557,,,,10.0,,
2016-04-12 01:13:07.407247,,38.0,,,,
2016-04-12 01:13:08.809762,,39.0,,,,
2016-04-12 01:13:09.814412,,,,,,1.0
2016-04-12 01:13:09.814969,,,,11.0,,
2016-04-12 01:13:09.815425,,19.0,,,,
2016-04-12 01:13:10.814688,,26.0,,,,
2016-04-12 01:13:11.816638,,25.0,,,,
2016-04-12 01:13:14.322356,,24.0,,,,
2016-04-12 01:13:15.124447,,,,13.0,,
2016-04-12 01:13:15.125293,,13.0,,,,
2016-04-12 01:13:15.524943,,29.0,,,,
2016-04-12 01:13:16.527482,,,,12.0,,
2016-04-12 01:13:17.329204,,,,13.0,,
2016-04-12 01:13:17.329866,,15.0,,,,
2016-04-12 01:13:18.331098,,16.0,,,,
2016-04-12 01:13:20.336785,,,,,,3.0
2016-04-12 01:13:20.338341,,,41.66,,,
2016-04-12 01:13:20.338699,,,,3.0,,
2016-04-12 01:13:20.339227,41.67,,,,,
2016-04-12 01:13:20.339541,,43.0,,,,
2016-04-12 01:13:20.339973,,,,3.0,,
2016-04-12 01:13:20.340415,,43.0,,,,
2016-04-12 01:13:21.477341,,,,10.0,,
2016-04-12 01:13:21.478157,,37.0,,,,
2016-04-12 01:13:22.480966,,,,,,9.0
2016-04-12 01:13:22.481517,,,41.65,,,
2016-04-12 01:13:22.481842,,,,21.0,,
2016-04-12 01:13:22.482406,41.66,,,,,
2016-04-12 01:13:22.482728,,2.0,,,,
2016-04-12 01:13:22.483174,,,,21.0,,
2016-04-12 01:13:22.483645,,2.0,,,,
2016-04-12 01:13:22.484003,,,,11.0,,
2016-04-12 01:13:22.484360,,7.0,,,,
2016-04-12 01:13:22.719188,,,,17.0,,
2016-04-12 01:13:22.720019,,9.0,,,,
2016-04-12 01:13:22.720641,,20.0,,,,
2016-04-12 01:13:23.644026,,,,13.0,,
2016-04-12 01:13:23.644870,,25.0,,,,
2016-04-12 01:13:23.946610,,,,,41.65,
2016-04-12 01:13:23.947003,,,,,,4.0
2016-04-12 01:13:23.947507,,,,,,4.0
2016-04-12 01:13:23.948040,,,41.64,,,
2016-04-12 01:13:23.948354,,,,70.0,,
2016-04-12 01:13:23.948797,,,,70.0,,
2016-04-12 01:13:23.949241,,51.0,,,,
2016-04-12 01:13:24.184414,,,41.65,,,
2016-04-12 01:13:24.184969,,,,1.0,,
2016-04-12 01:13:24.185427,,,,1.0,,
2016-04-12 01:13:24.185961,,,,7.0,,
2016-04-12 01:13:24.186486,,34.0,,,,
2016-04-12 01:13:25.148457,,,,5.0,,
2016-04-12 01:13:25.149297,,32.0,,,,
2016-04-12 01:13:26.150600,,,,6.0,,
2016-04-12 01:13:26.151430,,33.0,,,,
2016-04-12 01:13:27.854694,,38.0,,,,
2016-04-12 01:13:28.857356,,40.0,,,,
2016-04-12 01:13:29.860073,,,,5.0,,
2016-04-12 01:13:29.860918,,39.0,,,,
2016-04-12 01:13:30.862829,,38.0,,,,
2016-04-12 01:13:34.270183,,,,7.0,,
2016-04-12 01:13:35.374042,,,,9.0,,
2016-04-12 01:13:36.376109,,31.0,,,,
2016-04-12 01:13:37.378645,,36.0,,,,
2016-04-12 01:13:38.481232,,37.0,,,,
2016-04-12 01:13:39.483666,,,,13.0,,
2016-04-12 01:13:39.484494,,36.0,,,,
2016-04-12 01:13:40.485738,,,,15.0,,
2016-04-12 01:13:40.486692,,38.0,,,,
2016-04-12 01:13:41.488029,,,,17.0,,
2016-04-12 01:13:41.488862,,32.0,,,,
2016-04-12 01:13:42.490517,,83.0,,,,
2016-04-12 01:13:43.492971,,79.0,,,,
2016-04-12 01:13:45.096025,,80.0,,,,
2016-04-12 01:13:46.097746,,83.0,,,,
2016-04-12 01:13:47.300559,,86.0,,,,
2016-04-12 01:13:48.303061,,90.0,,,,
2016-04-12 01:13:49.205796,,89.0,,,,
2016-04-12 01:13:50.346545,,87.0,,,,
2016-04-12 01:13:52.212675,,86.0,,,,
2016-04-12 01:13:53.215608,,75.0,,,,
2016-04-12 01:13:54.218058,,63.0,,,,
2016-04-12 01:13:55.220634,,,,15.0,,
2016-04-12 01:13:55.221507,,55.0,,,,
2016-04-12 01:13:56.323396,,54.0,,,,
2016-04-12 01:13:56.625516,,,,,,1.0
2016-04-12 01:13:56.626304,,,41.64,,,
2016-04-12 01:13:56.626865,,,,26.0,,
2016-04-12 01:13:56.627511,41.65,,,,,
2016-04-12 01:13:56.627896,,1.0,,,,
2016-04-12 01:13:56.628404,,,,26.0,,
2016-04-12 01:13:56.628877,,1.0,,,,
2016-04-12 01:13:56.863746,,,41.65,,,
2016-04-12 01:13:56.864402,,,,1.0,,
2016-04-12 01:13:56.865116,41.66,,,,,
2016-04-12 01:13:56.865535,,74.0,,,,
2016-04-12 01:13:56.866044,,,,1.0,,
2016-04-12 01:13:56.866485,,74.0,,,,
2016-04-12 01:13:57.125075,,,41.64,,,
2016-04-12 01:13:57.125576,,,,37.0,,
2016-04-12 01:13:57.126057,,,,37.0,,
2016-04-12 01:13:57.126511,,76.0,,,,
2016-04-12 01:13:57.365340,,,,,41.66,
2016-04-12 01:13:57.365676,,,,,,1.0
2016-04-12 01:13:57.366199,,,41.65,,,
2016-04-12 01:13:57.366519,,,,1.0,,
2016-04-12 01:13:57.366955,,,,1.0,,
2016-04-12 01:13:57.367396,,73.0,,,,
2016-04-12 01:13:58.228069,,,,8.0,,
2016-04-12 01:13:58.228911,,58.0,,,,
2016-04-12 01:13:58.468366,,,,23.0,,
2016-04-12 01:13:58.469096,,19.0,,,,
2016-04-12 01:13:59.332208,,,,11.0,,
2016-04-12 01:13:59.332827,,23.0,,,,
2016-04-12 01:14:00.333997,,,,10.0,,
2016-04-12 01:14:00.382094,,38.0,,,,
2016-04-12 01:14:01.475902,,,,9.0,,
2016-04-12 01:14:02.339258,,39.0,,,,
2016-04-12 01:14:03.341468,,45.0,,,,
2016-04-12 01:14:04.344200,,40.0,,,,
2016-04-12 01:14:04.745152,,,,14.0,,
2016-04-12 01:14:04.746040,,20.0,,,,
2016-04-12 01:14:04.984490,,,,25.0,,
2016-04-12 01:14:04.985349,,19.0,,,,
2016-04-12 01:14:06.849747,,,,29.0,,
2016-04-12 01:14:07.852149,,,,30.0,,
2016-04-12 01:14:07.852988,,14.0,,,,
2016-04-12 01:14:08.353095,,,,17.0,,
2016-04-12 01:14:08.353942,,18.0,,,,
2016-04-12 01:14:08.592492,,,,25.0,,
2016-04-12 01:14:08.593363,,14.0,,,,
2016-04-12 01:14:09.503035,,15.0,,,,
2016-04-12 01:14:10.604600,,16.0,,,,
2016-04-12 01:14:11.707867,,,,26.0,,
2016-04-12 01:14:15.015335,,,,15.0,,
2016-04-12 01:14:15.016289,,21.0,,,,
2016-04-12 01:14:16.017689,,,,10.0,,
2016-04-12 01:14:16.018374,,27.0,,,,
2016-04-12 01:14:16.319829,,,,,41.65,
2016-04-12 01:14:16.320278,,,,,,1.0
2016-04-12 01:14:16.320735,,,,6.0,,
2016-04-12 01:14:16.321185,,54.0,,,,
2016-04-12 01:14:16.559211,,,,,41.66,
2016-04-12 01:14:16.559595,,,,,,10.0
2016-04-12 01:14:16.560183,,,,,,10.0
2016-04-12 01:14:16.560762,,,41.66,,,
2016-04-12 01:14:16.561182,,,,12.0,,
2016-04-12 01:14:16.561741,41.67,,,,,
2016-04-12 01:14:16.562072,,25.0,,,,
2016-04-12 01:14:16.562591,,,,12.0,,
2016-04-12 01:14:16.563042,,25.0,,,,
2016-04-12 01:14:16.563825,,,,,41.67,
2016-04-12 01:14:16.564070,,,,,,2.0
2016-04-12 01:14:16.564432,,,,,,2.0
2016-04-12 01:14:16.564782,,,,24.0,,
2016-04-12 01:14:16.565120,,4.0,,,,
2016-04-12 01:14:16.820577,41.68,,,,,
2016-04-12 01:14:16.821239,,155.0,,,,
2016-04-12 01:14:16.821839,,,,40.0,,
2016-04-12 01:14:16.822299,,155.0,,,,
2016-04-12 01:14:17.061044,,,,,41.68,
2016-04-12 01:14:17.061521,,,,,,2.0
2016-04-12 01:14:17.062162,,,41.67,,,
2016-04-12 01:14:17.062483,,,,42.0,,
2016-04-12 01:14:17.063003,41.69,,,,,
2016-04-12 01:14:17.063314,,67.0,,,,
2016-04-12 01:14:17.063766,,,,42.0,,
2016-04-12 01:14:17.064224,,67.0,,,,
2016-04-12 01:14:17.064741,,,41.68,,,
2016-04-12 01:14:17.065043,,,,14.0,,
2016-04-12 01:14:17.065490,,,,14.0,,
2016-04-12 01:14:17.065867,,5.0,,,,
2016-04-12 01:14:17.298868,,,,27.0,,
2016-04-12 01:14:17.299603,,3.0,,,,
2016-04-12 01:14:17.538597,41.7,,,,,
2016-04-12 01:14:17.539102,,39.0,,,,
2016-04-12 01:14:17.539572,,,,45.0,,
2016-04-12 01:14:17.540034,,39.0,,,,
2016-04-12 01:14:18.324486,,,,46.0,,
2016-04-12 01:14:18.325427,,33.0,,,,
2016-04-12 01:14:19.126933,,,41.69,,,
2016-04-12 01:14:19.127456,,,,2.0,,
2016-04-12 01:14:19.127910,,,,2.0,,
2016-04-12 01:14:19.128363,,21.0,,,,
2016-04-12 01:14:19.366408,,,41.68,,,
2016-04-12 01:14:19.367062,,,,53.0,,
2016-04-12 01:14:19.367708,,,,53.0,,
2016-04-12 01:14:19.368312,,25.0,,,,
2016-04-12 01:14:20.368218,,,,52.0,,
2016-04-12 01:14:20.607295,,,41.69,,,
2016-04-12 01:14:20.607791,,,,5.0,,
2016-04-12 01:14:20.608315,,,,5.0,,
2016-04-12 01:14:20.608889,,15.0,,,,
2016-04-12 01:14:20.847069,,,,35.0,,
2016-04-12 01:14:20.847920,,4.0,,,,
2016-04-12 01:14:20.848536,,,,14.0,,
2016-04-12 01:14:20.849127,,5.0,,,,
2016-04-12 01:14:21.532476,,,,32.0,,
2016-04-12 01:14:21.533303,,4.0,,,,
2016-04-12 01:14:22.474403,,,,,41.7,
2016-04-12 01:14:22.474800,,,,,,1.0
2016-04-12 01:14:22.475279,,,,,,1.0
2016-04-12 01:14:22.713046,,3.0,,,,
2016-04-12 01:14:23.637275,,,,35.0,,
2016-04-12 01:14:23.939805,,,,,,3.0
2016-04-12 01:14:23.940512,,,41.7,,,
2016-04-12 01:14:23.940842,,,,3.0,,
2016-04-12 01:14:23.941370,41.71,,,,,
2016-04-12 01:14:23.941693,,46.0,,,,
2016-04-12 01:14:23.942157,,,,3.0,,
2016-04-12 01:14:23.942604,,46.0,,,,
2016-04-12 01:14:24.178014,,,41.69,,,
2016-04-12 01:14:24.178577,,,,52.0,,
2016-04-12 01:14:24.179040,,,,52.0,,
2016-04-12 01:14:24.179520,,43.0,,,,
2016-04-12 01:14:24.539890,41.7,,,,,
2016-04-12 01:14:24.540522,,1.0,,,,
2016-04-12 01:14:24.541059,,,,43.0,,
2016-04-12 01:14:24.541523,,1.0,,,,
2016-04-12 01:14:24.779628,41.71,,,,,
2016-04-12 01:14:24.780389,,53.0,,,,
2016-04-12 01:14:24.781056,,,,42.0,,
2016-04-12 01:14:24.781800,,53.0,,,,
2016-04-12 01:14:25.019708,,,,,,2.0
2016-04-12 01:14:25.258494,,,41.7,,,
2016-04-12 01:14:25.259152,,,,2.0,,
2016-04-12 01:14:25.259783,,,,2.0,,
2016-04-12 01:14:25.260542,,40.0,,,,
2016-04-12 01:14:26.243989,,,,1.0,,
2016-04-12 01:14:26.244847,,32.0,,,,
2016-04-12 01:14:27.247430,,,,2.0,,
2016-04-12 01:14:27.248269,,31.0,,,,
2016-04-12 01:14:27.749930,,,,,,3.0
2016-04-12 01:14:28.149580,,,,14.0,,
2016-04-12 01:14:28.150349,,6.0,,,,
2016-04-12 01:14:28.389188,,,,37.0,,
2016-04-12 01:14:28.629231,,,,,41.71,
2016-04-12 01:14:28.629575,,,,,,1.0
2016-04-12 01:14:28.630049,,,,,,1.0
2016-04-12 01:14:28.630590,41.72,,,,,
2016-04-12 01:14:28.630926,,28.0,,,,
2016-04-12 01:14:28.631396,,,,56.0,,
2016-04-12 01:14:28.631950,,28.0,,,,
2016-04-12 01:14:28.867576,41.71,,,,,
2016-04-12 01:14:28.868085,,1.0,,,,
2016-04-12 01:14:28.868545,,,,51.0,,
2016-04-12 01:14:28.868987,,1.0,,,,
2016-04-12 01:14:29.107514,,,,21.0,,
2016-04-12 01:14:29.108498,,5.0,,,,
2016-04-12 01:14:29.109124,,,,4.0,,
2016-04-12 01:14:29.109761,,30.0,,,,
2016-04-12 01:14:29.347891,,,,,,9.0
2016-04-12 01:14:29.348540,,,41.69,,,
2016-04-12 01:14:29.349054,,,,58.0,,
2016-04-12 01:14:29.349612,41.7,,,,,
2016-04-12 01:14:29.349941,,2.0,,,,
2016-04-12 01:14:29.350388,,,,58.0,,
2016-04-12 01:14:29.350849,,2.0,,,,
2016-04-12 01:14:29.587975,,,,,,1.0
2016-04-12 01:14:29.588549,,,41.7,,,
2016-04-12 01:14:29.588883,,,,45.0,,
2016-04-12 01:14:29.589416,41.72,,,,,
2016-04-12 01:14:29.589735,,34.0,,,,
2016-04-12 01:14:29.590218,,,,45.0,,
2016-04-12 01:14:29.590676,,34.0,,,,
2016-04-12 01:14:29.591211,,,41.71,,,
2016-04-12 01:14:29.591532,,,,2.0,,
2016-04-12 01:14:29.591875,,,,2.0,,
2016-04-12 01:14:29.592222,,22.0,,,,
2016-04-12 01:14:29.826257,,,,12.0,,
2016-04-12 01:14:29.827030,,8.0,,,,
2016-04-12 01:14:29.827492,,,,2.0,,
2016-04-12 01:14:29.827943,,7.0,,,,
2016-04-12 01:14:30.065112,,,,3.0,,
2016-04-12 01:14:30.304645,,,,10.0,,
2016-04-12 01:14:30.305647,,8.0,,,,
2016-04-12 01:14:30.544157,,,,24.0,,
2016-04-12 01:14:30.544981,,3.0,,,,
2016-04-12 01:14:31.024521,,,,,41.72,
2016-04-12 01:14:31.024965,,,,,,2.0
2016-04-12 01:14:31.025580,,,,,,2.0
2016-04-12 01:14:31.026104,,,41.72,,,
2016-04-12 01:14:31.026416,,,,1.0,,
2016-04-12 01:14:31.026924,41.73,,,,,
2016-04-12 01:14:31.027234,,6.0,,,,
2016-04-12 01:14:31.027664,,,,1.0,,
2016-04-12 01:14:31.028093,,6.0,,,,
2016-04-12 01:14:31.263140,,,41.71,,,
2016-04-12 01:14:31.263798,,,,56.0,,
2016-04-12 01:14:31.264367,,,,56.0,,
2016-04-12 01:14:31.264828,,21.0,,,,
2016-04-12 01:14:31.265349,,,41.72,,,
2016-04-12 01:14:31.265663,,,,1.0,,
2016-04-12 01:14:31.266098,,,,1.0,,
2016-04-12 01:14:31.266542,,19.0,,,,
2016-04-12 01:14:31.503777,,,,,41.73,
2016-04-12 01:14:31.504193,,,,,,1.0
2016-04-12 01:14:31.504668,,,,,,1.0
2016-04-12 01:14:31.505196,,,41.71,,,
2016-04-12 01:14:31.505511,,,,49.0,,
2016-04-12 01:14:31.505956,,,,49.0,,
2016-04-12 01:14:31.506400,,25.0,,,,
2016-04-12 01:14:31.742040,,,41.72,,,
2016-04-12 01:14:31.742697,,,,34.0,,
2016-04-12 01:14:31.743309,,,,34.0,,
2016-04-12 01:14:31.743900,,4.0,,,,
2016-04-12 01:14:31.981554,,,41.73,,,
2016-04-12 01:14:31.982284,,,,1.0,,
2016-04-12 01:14:31.983116,41.74,,,,,
2016-04-12 01:14:31.983483,,6.0,,,,
2016-04-12 01:14:31.983937,,,,1.0,,
2016-04-12 01:14:31.984379,,6.0,,,,
2016-04-12 01:14:31.985359,,,,,41.74,
2016-04-12 01:14:31.985688,,,,,,1.0
2016-04-12 01:14:31.986204,41.75,,,,,
2016-04-12 01:14:31.986527,,14.0,,,,
2016-04-12 01:14:31.986873,,,,61.0,,
2016-04-12 01:14:31.987221,,14.0,,,,
2016-04-12 01:14:31.987623,41.74,,,,,
2016-04-12 01:14:31.987861,,1.0,,,,
2016-04-12 01:14:31.988203,,,,62.0,,
2016-04-12 01:14:31.988541,,1.0,,,,
2016-04-12 01:14:32.964140,,,,49.0,,
2016-04-12 01:14:32.964967,,2.0,,,,
